"Notes"	"County"	"County Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Dallas County, AL"	"01047"	"2020 "	"2020"	Suppressed	36098	Suppressed
	"DeKalb County, AL"	"01049"	"2016"	"2016"	Suppressed	70900	Suppressed
	"DeKalb County, AL"	"01049"	"2017"	"2017"	Suppressed	71617	Suppressed
	"DeKalb County, AL"	"01049"	"2018"	"2018"	Suppressed	71385	Suppressed
	"DeKalb County, AL"	"01049"	"2019"	"2019"	Suppressed	71513	Suppressed
	"DeKalb County, AL"	"01049"	"2020 "	"2020"	Suppressed	71658	Suppressed
	"Elmore County, AL"	"01051"	"2016"	"2016"	Suppressed	81799	Suppressed
	"Elmore County, AL"	"01051"	"2017"	"2017"	Suppressed	81677	Suppressed
	"Elmore County, AL"	"01051"	"2018"	"2018"	Suppressed	81887	Suppressed
	"Elmore County, AL"	"01051"	"2019"	"2019"	Suppressed	81209	Suppressed
	"Elmore County, AL"	"01051"	"2020 "	"2020"	Suppressed	82158	Suppressed
	"Escambia County, AL"	"01053"	"2016"	"2016"	Suppressed	37728	Suppressed
	"Escambia County, AL"	"01053"	"2017"	"2017"	Suppressed	37447	Suppressed
	"Escambia County, AL"	"01053"	"2018"	"2018"	Suppressed	36748	Suppressed
	"Escambia County, AL"	"01053"	"2019"	"2019"	Suppressed	36633	Suppressed
	"Escambia County, AL"	"01053"	"2020 "	"2020"	Suppressed	36281	Suppressed
	"Etowah County, AL"	"01055"	"2016"	"2016"	Suppressed	102564	Suppressed
	"Etowah County, AL"	"01055"	"2017"	"2017"	15	102755	Unreliable
	"Etowah County, AL"	"01055"	"2018"	"2018"	11	102501	Unreliable
	"Etowah County, AL"	"01055"	"2019"	"2019"	Suppressed	102268	Suppressed
	"Etowah County, AL"	"01055"	"2020 "	"2020"	Suppressed	102371	Suppressed
	"Fayette County, AL"	"01057"	"2016"	"2016"	Suppressed	16546	Suppressed
	"Fayette County, AL"	"01057"	"2017"	"2017"	Suppressed	16468	Suppressed
	"Fayette County, AL"	"01057"	"2018"	"2018"	Suppressed	16433	Suppressed
	"Fayette County, AL"	"01057"	"2019"	"2019"	Suppressed	16302	Suppressed
	"Fayette County, AL"	"01057"	"2020 "	"2020"	Suppressed	16241	Suppressed
	"Franklin County, AL"	"01059"	"2016"	"2016"	Suppressed	31628	Suppressed
	"Franklin County, AL"	"01059"	"2017"	"2017"	Suppressed	31495	Suppressed
	"Franklin County, AL"	"01059"	"2018"	"2018"	Suppressed	31363	Suppressed
	"Franklin County, AL"	"01059"	"2019"	"2019"	Suppressed	31362	Suppressed
	"Franklin County, AL"	"01059"	"2020 "	"2020"	Suppressed	31507	Suppressed
	"Geneva County, AL"	"01061"	"2016"	"2016"	Suppressed	26614	Suppressed
	"Geneva County, AL"	"01061"	"2017"	"2017"	Suppressed	26421	Suppressed
	"Geneva County, AL"	"01061"	"2018"	"2018"	Suppressed	26314	Suppressed
	"Geneva County, AL"	"01061"	"2019"	"2019"	Suppressed	26271	Suppressed
	"Geneva County, AL"	"01061"	"2020 "	"2020"	Suppressed	26411	Suppressed
	"Greene County, AL"	"01063"	"2016"	"2016"	Suppressed	8422	Suppressed
	"Greene County, AL"	"01063"	"2017"	"2017"	Suppressed	8330	Suppressed
	"Greene County, AL"	"01063"	"2018"	"2018"	Suppressed	8233	Suppressed
	"Greene County, AL"	"01063"	"2019"	"2019"	Suppressed	8111	Suppressed
	"Greene County, AL"	"01063"	"2020 "	"2020"	Suppressed	7990	Suppressed
	"Hale County, AL"	"01065"	"2016"	"2016"	Suppressed	14952	Suppressed
	"Hale County, AL"	"01065"	"2017"	"2017"	Suppressed	14812	Suppressed
	"Hale County, AL"	"01065"	"2018"	"2018"	Suppressed	14726	Suppressed
	"Hale County, AL"	"01065"	"2019"	"2019"	Suppressed	14651	Suppressed
	"Hale County, AL"	"01065"	"2020 "	"2020"	Suppressed	14670	Suppressed
	"Henry County, AL"	"01067"	"2016"	"2016"	Suppressed	17164	Suppressed
	"Henry County, AL"	"01067"	"2017"	"2017"	Suppressed	17147	Suppressed
	"Henry County, AL"	"01067"	"2018"	"2018"	Suppressed	17209	Suppressed
	"Henry County, AL"	"01067"	"2019"	"2019"	Suppressed	17205	Suppressed
	"Henry County, AL"	"01067"	"2020 "	"2020"	Suppressed	17223	Suppressed
	"Houston County, AL"	"01069"	"2016"	"2016"	Suppressed	104056	Suppressed
	"Houston County, AL"	"01069"	"2017"	"2017"	Suppressed	104346	Suppressed
	"Houston County, AL"	"01069"	"2018"	"2018"	Suppressed	104722	Suppressed
	"Houston County, AL"	"01069"	"2019"	"2019"	Suppressed	105882	Suppressed
	"Houston County, AL"	"01069"	"2020 "	"2020"	Suppressed	106580	Suppressed
	"Jackson County, AL"	"01071"	"2016"	"2016"	Suppressed	52138	Suppressed
	"Jackson County, AL"	"01071"	"2017"	"2017"	Suppressed	51909	Suppressed
	"Jackson County, AL"	"01071"	"2018"	"2018"	Suppressed	51736	Suppressed
	"Jackson County, AL"	"01071"	"2019"	"2019"	Suppressed	51626	Suppressed
	"Jackson County, AL"	"01071"	"2020 "	"2020"	Suppressed	51582	Suppressed
	"Jefferson County, AL"	"01073"	"2016"	"2016"	39	659521	5.9
	"Jefferson County, AL"	"01073"	"2017"	"2017"	37	659197	5.6
	"Jefferson County, AL"	"01073"	"2018"	"2018"	31	659300	4.7
	"Jefferson County, AL"	"01073"	"2019"	"2019"	33	658573	5.0
	"Jefferson County, AL"	"01073"	"2020 "	"2020"	31	655342	4.7
	"Lamar County, AL"	"01075"	"2016"	"2016"	Suppressed	13918	Suppressed
	"Lamar County, AL"	"01075"	"2017"	"2017"	Suppressed	13946	Suppressed
	"Lamar County, AL"	"01075"	"2018"	"2018"	Suppressed	13844	Suppressed
	"Lamar County, AL"	"01075"	"2019"	"2019"	Suppressed	13805	Suppressed
	"Lamar County, AL"	"01075"	"2020 "	"2020"	Suppressed	13764	Suppressed
	"Lauderdale County, AL"	"01077"	"2016"	"2016"	Suppressed	92318	Suppressed
	"Lauderdale County, AL"	"01077"	"2017"	"2017"	Suppressed	92538	Suppressed
	"Lauderdale County, AL"	"01077"	"2018"	"2018"	Suppressed	92387	Suppressed
	"Lauderdale County, AL"	"01077"	"2019"	"2019"	Suppressed	92729	Suppressed
	"Lauderdale County, AL"	"01077"	"2020 "	"2020"	Suppressed	93368	Suppressed
	"Lawrence County, AL"	"01079"	"2016"	"2016"	Suppressed	33244	Suppressed
	"Lawrence County, AL"	"01079"	"2017"	"2017"	Suppressed	33049	Suppressed
	"Lawrence County, AL"	"01079"	"2018"	"2018"	Suppressed	32957	Suppressed
	"Lawrence County, AL"	"01079"	"2019"	"2019"	Suppressed	32924	Suppressed
	"Lawrence County, AL"	"01079"	"2020 "	"2020"	Suppressed	32857	Suppressed
	"Lee County, AL"	"01081"	"2016"	"2016"	Suppressed	158991	Suppressed
	"Lee County, AL"	"01081"	"2017"	"2017"	Suppressed	161604	Suppressed
	"Lee County, AL"	"01081"	"2018"	"2018"	Suppressed	163941	Suppressed
	"Lee County, AL"	"01081"	"2019"	"2019"	Suppressed	164542	Suppressed
	"Lee County, AL"	"01081"	"2020 "	"2020"	Suppressed	166831	Suppressed
	"Limestone County, AL"	"01083"	"2016"	"2016"	Suppressed	92753	Suppressed
	"Limestone County, AL"	"01083"	"2017"	"2017"	Suppressed	94402	Suppressed
	"Limestone County, AL"	"01083"	"2018"	"2018"	Suppressed	96174	Suppressed
	"Limestone County, AL"	"01083"	"2019"	"2019"	Suppressed	98915	Suppressed
	"Limestone County, AL"	"01083"	"2020 "	"2020"	Suppressed	102228	Suppressed
	"Lowndes County, AL"	"01085"	"2016"	"2016"	Suppressed	10358	Suppressed
	"Lowndes County, AL"	"01085"	"2017"	"2017"	Suppressed	10076	Suppressed
	"Lowndes County, AL"	"01085"	"2018"	"2018"	Suppressed	9974	Suppressed
	"Lowndes County, AL"	"01085"	"2019"	"2019"	Suppressed	9726	Suppressed
	"Lowndes County, AL"	"01085"	"2020 "	"2020"	Suppressed	9641	Suppressed
	"Macon County, AL"	"01087"	"2016"	"2016"	Suppressed	18963	Suppressed
	"Macon County, AL"	"01087"	"2017"	"2017"	Suppressed	18755	Suppressed
	"Macon County, AL"	"01087"	"2018"	"2018"	Suppressed	18439	Suppressed
	"Macon County, AL"	"01087"	"2019"	"2019"	Suppressed	18068	Suppressed
	"Macon County, AL"	"01087"	"2020 "	"2020"	Suppressed	17895	Suppressed
	"Madison County, AL"	"01089"	"2016"	"2016"	Suppressed	356967	Suppressed
	"Madison County, AL"	"01089"	"2017"	"2017"	Suppressed	361046	Suppressed
	"Madison County, AL"	"01089"	"2018"	"2018"	Suppressed	366519	Suppressed
	"Madison County, AL"	"01089"	"2019"	"2019"	10	372909	Unreliable
	"Madison County, AL"	"01089"	"2020 "	"2020"	12	379453	Unreliable
	"Marengo County, AL"	"01091"	"2016"	"2016"	Suppressed	19673	Suppressed
	"Marengo County, AL"	"01091"	"2017"	"2017"	Suppressed	19375	Suppressed
	"Marengo County, AL"	"01091"	"2018"	"2018"	Suppressed	19066	Suppressed
	"Marengo County, AL"	"01091"	"2019"	"2019"	Suppressed	18863	Suppressed
	"Marengo County, AL"	"01091"	"2020 "	"2020"	Suppressed	18733	Suppressed
	"Marion County, AL"	"01093"	"2016"	"2016"	Suppressed	29998	Suppressed
	"Marion County, AL"	"01093"	"2017"	"2017"	Suppressed	29833	Suppressed
	"Marion County, AL"	"01093"	"2018"	"2018"	Suppressed	29763	Suppressed
	"Marion County, AL"	"01093"	"2019"	"2019"	Suppressed	29709	Suppressed
	"Marion County, AL"	"01093"	"2020 "	"2020"	Suppressed	29703	Suppressed
	"Marshall County, AL"	"01095"	"2016"	"2016"	Suppressed	95157	Suppressed
	"Marshall County, AL"	"01095"	"2017"	"2017"	Suppressed	95548	Suppressed
	"Marshall County, AL"	"01095"	"2018"	"2018"	Suppressed	96109	Suppressed
	"Marshall County, AL"	"01095"	"2019"	"2019"	Suppressed	96774	Suppressed
	"Marshall County, AL"	"01095"	"2020 "	"2020"	Suppressed	96990	Suppressed
	"Mobile County, AL"	"01097"	"2016"	"2016"	17	414836	Unreliable
	"Mobile County, AL"	"01097"	"2017"	"2017"	Suppressed	413955	Suppressed
	"Mobile County, AL"	"01097"	"2018"	"2018"	19	413757	Unreliable
	"Mobile County, AL"	"01097"	"2019"	"2019"	Suppressed	413210	Suppressed
	"Mobile County, AL"	"01097"	"2020 "	"2020"	16	412716	Unreliable
	"Monroe County, AL"	"01099"	"2016"	"2016"	Suppressed	21530	Suppressed
	"Monroe County, AL"	"01099"	"2017"	"2017"	Suppressed	21327	Suppressed
	"Monroe County, AL"	"01099"	"2018"	"2018"	Suppressed	21067	Suppressed
	"Monroe County, AL"	"01099"	"2019"	"2019"	Suppressed	20733	Suppressed
	"Monroe County, AL"	"01099"	"2020 "	"2020"	Suppressed	20459	Suppressed
	"Montgomery County, AL"	"01101"	"2016"	"2016"	Suppressed	226349	Suppressed
	"Montgomery County, AL"	"01101"	"2017"	"2017"	Suppressed	226646	Suppressed
	"Montgomery County, AL"	"01101"	"2018"	"2018"	Suppressed	225763	Suppressed
	"Montgomery County, AL"	"01101"	"2019"	"2019"	Suppressed	226486	Suppressed
	"Montgomery County, AL"	"01101"	"2020 "	"2020"	Suppressed	224639	Suppressed
	"Morgan County, AL"	"01103"	"2016"	"2016"	Suppressed	119012	Suppressed
	"Morgan County, AL"	"01103"	"2017"	"2017"	Suppressed	118818	Suppressed
	"Morgan County, AL"	"01103"	"2018"	"2018"	Suppressed	119089	Suppressed
	"Morgan County, AL"	"01103"	"2019"	"2019"	Suppressed	119679	Suppressed
	"Morgan County, AL"	"01103"	"2020 "	"2020"	Suppressed	119883	Suppressed
	"Perry County, AL"	"01105"	"2016"	"2016"	Suppressed	9574	Suppressed
	"Perry County, AL"	"01105"	"2017"	"2017"	Suppressed	9339	Suppressed
	"Perry County, AL"	"01105"	"2018"	"2018"	Suppressed	9140	Suppressed
	"Perry County, AL"	"01105"	"2019"	"2019"	Suppressed	8923	Suppressed
	"Perry County, AL"	"01105"	"2020 "	"2020"	Suppressed	8687	Suppressed
	"Pickens County, AL"	"01107"	"2016"	"2016"	Suppressed	20324	Suppressed
	"Pickens County, AL"	"01107"	"2017"	"2017"	Suppressed	20176	Suppressed
	"Pickens County, AL"	"01107"	"2018"	"2018"	Suppressed	19938	Suppressed
	"Pickens County, AL"	"01107"	"2019"	"2019"	Suppressed	19930	Suppressed
	"Pickens County, AL"	"01107"	"2020 "	"2020"	Suppressed	19793	Suppressed
	"Pike County, AL"	"01109"	"2016"	"2016"	Suppressed	33286	Suppressed
	"Pike County, AL"	"01109"	"2017"	"2017"	Suppressed	33267	Suppressed
	"Pike County, AL"	"01109"	"2018"	"2018"	Suppressed	33338	Suppressed
	"Pike County, AL"	"01109"	"2019"	"2019"	Suppressed	33114	Suppressed
	"Pike County, AL"	"01109"	"2020 "	"2020"	Suppressed	32966	Suppressed
	"Randolph County, AL"	"01111"	"2016"	"2016"	Suppressed	22652	Suppressed
	"Randolph County, AL"	"01111"	"2017"	"2017"	Suppressed	22670	Suppressed
	"Randolph County, AL"	"01111"	"2018"	"2018"	Suppressed	22725	Suppressed
	"Randolph County, AL"	"01111"	"2019"	"2019"	Suppressed	22722	Suppressed
	"Randolph County, AL"	"01111"	"2020 "	"2020"	Suppressed	22920	Suppressed
	"Russell County, AL"	"01113"	"2016"	"2016"	Suppressed	58172	Suppressed
	"Russell County, AL"	"01113"	"2017"	"2017"	Suppressed	57045	Suppressed
	"Russell County, AL"	"01113"	"2018"	"2018"	Suppressed	57781	Suppressed
	"Russell County, AL"	"01113"	"2019"	"2019"	Suppressed	57961	Suppressed
	"Russell County, AL"	"01113"	"2020 "	"2020"	Suppressed	58237	Suppressed
	"St. Clair County, AL"	"01115"	"2016"	"2016"	Suppressed	88019	Suppressed
	"St. Clair County, AL"	"01115"	"2017"	"2017"	Suppressed	88199	Suppressed
	"St. Clair County, AL"	"01115"	"2018"	"2018"	10	88690	Unreliable
	"St. Clair County, AL"	"01115"	"2019"	"2019"	Suppressed	89512	Suppressed
	"St. Clair County, AL"	"01115"	"2020 "	"2020"	Suppressed	90739	Suppressed
	"Shelby County, AL"	"01117"	"2016"	"2016"	Suppressed	210622	Suppressed
	"Shelby County, AL"	"01117"	"2017"	"2017"	13	213605	Unreliable
	"Shelby County, AL"	"01117"	"2018"	"2018"	Suppressed	215707	Suppressed
	"Shelby County, AL"	"01117"	"2019"	"2019"	10	217702	Unreliable
	"Shelby County, AL"	"01117"	"2020 "	"2020"	Suppressed	221428	Suppressed
	"Sumter County, AL"	"01119"	"2016"	"2016"	Suppressed	13040	Suppressed
	"Sumter County, AL"	"01119"	"2017"	"2017"	Suppressed	12687	Suppressed
	"Sumter County, AL"	"01119"	"2018"	"2018"	Suppressed	12691	Suppressed
	"Sumter County, AL"	"01119"	"2019"	"2019"	Suppressed	12427	Suppressed
	"Sumter County, AL"	"01119"	"2020 "	"2020"	Suppressed	12225	Suppressed
	"Talladega County, AL"	"01121"	"2016"	"2016"	Suppressed	80103	Suppressed
	"Talladega County, AL"	"01121"	"2017"	"2017"	Suppressed	80065	Suppressed
	"Talladega County, AL"	"01121"	"2018"	"2018"	Suppressed	79828	Suppressed
	"Talladega County, AL"	"01121"	"2019"	"2019"	Suppressed	79978	Suppressed
	"Talladega County, AL"	"01121"	"2020 "	"2020"	Suppressed	79985	Suppressed
	"Tallapoosa County, AL"	"01123"	"2016"	"2016"	Suppressed	40727	Suppressed
	"Tallapoosa County, AL"	"01123"	"2017"	"2017"	Suppressed	40681	Suppressed
	"Tallapoosa County, AL"	"01123"	"2018"	"2018"	Suppressed	40497	Suppressed
	"Tallapoosa County, AL"	"01123"	"2019"	"2019"	Suppressed	40367	Suppressed
	"Tallapoosa County, AL"	"01123"	"2020 "	"2020"	Suppressed	40133	Suppressed
	"Tuscaloosa County, AL"	"01125"	"2016"	"2016"	Suppressed	206102	Suppressed
	"Tuscaloosa County, AL"	"01125"	"2017"	"2017"	Suppressed	207811	Suppressed
	"Tuscaloosa County, AL"	"01125"	"2018"	"2018"	Suppressed	208911	Suppressed
	"Tuscaloosa County, AL"	"01125"	"2019"	"2019"	Suppressed	209355	Suppressed
	"Tuscaloosa County, AL"	"01125"	"2020 "	"2020"	Suppressed	210758	Suppressed
	"Walker County, AL"	"01127"	"2016"	"2016"	Suppressed	64967	Suppressed
	"Walker County, AL"	"01127"	"2017"	"2017"	Suppressed	64058	Suppressed
	"Walker County, AL"	"01127"	"2018"	"2018"	Suppressed	63711	Suppressed
	"Walker County, AL"	"01127"	"2019"	"2019"	Suppressed	63521	Suppressed
	"Walker County, AL"	"01127"	"2020 "	"2020"	Suppressed	63143	Suppressed
	"Washington County, AL"	"01129"	"2016"	"2016"	Suppressed	16756	Suppressed
	"Washington County, AL"	"01129"	"2017"	"2017"	Suppressed	16531	Suppressed
	"Washington County, AL"	"01129"	"2018"	"2018"	Suppressed	16378	Suppressed
	"Washington County, AL"	"01129"	"2019"	"2019"	Suppressed	16326	Suppressed
	"Washington County, AL"	"01129"	"2020 "	"2020"	Suppressed	15976	Suppressed
	"Wilcox County, AL"	"01131"	"2016"	"2016"	Suppressed	10986	Suppressed
	"Wilcox County, AL"	"01131"	"2017"	"2017"	Suppressed	10719	Suppressed
	"Wilcox County, AL"	"01131"	"2018"	"2018"	Suppressed	10627	Suppressed
	"Wilcox County, AL"	"01131"	"2019"	"2019"	Suppressed	10373	Suppressed
	"Wilcox County, AL"	"01131"	"2020 "	"2020"	Suppressed	10206	Suppressed
	"Winston County, AL"	"01133"	"2016"	"2016"	Suppressed	23805	Suppressed
	"Winston County, AL"	"01133"	"2017"	"2017"	Suppressed	23722	Suppressed
	"Winston County, AL"	"01133"	"2018"	"2018"	Suppressed	23660	Suppressed
	"Winston County, AL"	"01133"	"2019"	"2019"	Suppressed	23629	Suppressed
	"Winston County, AL"	"01133"	"2020 "	"2020"	Suppressed	23508	Suppressed
	"Aleutians East Borough, AK"	"02013"	"2016"	"2016"	Suppressed	3296	Suppressed
	"Aleutians East Borough, AK"	"02013"	"2017"	"2017"	Suppressed	3370	Suppressed
	"Aleutians East Borough, AK"	"02013"	"2018"	"2018"	Suppressed	3515	Suppressed
	"Aleutians East Borough, AK"	"02013"	"2019"	"2019"	Suppressed	3337	Suppressed
	"Aleutians East Borough, AK"	"02013"	"2020 "	"2020"	Suppressed	3401	Suppressed
	"Aleutians West Census Area, AK"	"02016"	"2016"	"2016"	Suppressed	5647	Suppressed
	"Aleutians West Census Area, AK"	"02016"	"2017"	"2017"	Suppressed	5763	Suppressed
	"Aleutians West Census Area, AK"	"02016"	"2018"	"2018"	Suppressed	5723	Suppressed
	"Aleutians West Census Area, AK"	"02016"	"2019"	"2019"	Suppressed	5634	Suppressed
	"Aleutians West Census Area, AK"	"02016"	"2020 "	"2020"	Suppressed	5680	Suppressed
	"Anchorage Borough, AK"	"02020"	"2016"	"2016"	17	298192	Unreliable
	"Anchorage Borough, AK"	"02020"	"2017"	"2017"	24	294356	8.2
	"Anchorage Borough, AK"	"02020"	"2018"	"2018"	16	291538	Unreliable
	"Anchorage Borough, AK"	"02020"	"2019"	"2019"	20	288000	6.9
	"Anchorage Borough, AK"	"02020"	"2020 "	"2020"	22	287095	7.7
	"Bethel Census Area, AK"	"02050"	"2016"	"2016"	Suppressed	17968	Suppressed
	"Bethel Census Area, AK"	"02050"	"2017"	"2017"	Suppressed	18076	Suppressed
	"Bethel Census Area, AK"	"02050"	"2018"	"2018"	Suppressed	18216	Suppressed
	"Bethel Census Area, AK"	"02050"	"2019"	"2019"	Suppressed	18386	Suppressed
	"Bethel Census Area, AK"	"02050"	"2020 "	"2020"	Suppressed	18437	Suppressed
	"Bristol Bay Borough, AK"	"02060"	"2016"	"2016"	Suppressed	898	Suppressed
	"Bristol Bay Borough, AK"	"02060"	"2017"	"2017"	Suppressed	867	Suppressed
	"Bristol Bay Borough, AK"	"02060"	"2018"	"2018"	Suppressed	877	Suppressed
	"Bristol Bay Borough, AK"	"02060"	"2019"	"2019"	Suppressed	836	Suppressed
	"Bristol Bay Borough, AK"	"02060"	"2020 "	"2020"	Suppressed	788	Suppressed
	"Denali Borough, AK"	"02068"	"2016"	"2016"	Suppressed	1953	Suppressed
	"Denali Borough, AK"	"02068"	"2017"	"2017"	Suppressed	2074	Suppressed
	"Denali Borough, AK"	"02068"	"2018"	"2018"	Suppressed	2059	Suppressed
	"Denali Borough, AK"	"02068"	"2019"	"2019"	Suppressed	2097	Suppressed
	"Denali Borough, AK"	"02068"	"2020 "	"2020"	Suppressed	2081	Suppressed
	"Dillingham Census Area, AK"	"02070"	"2016"	"2016"	Suppressed	4954	Suppressed
	"Dillingham Census Area, AK"	"02070"	"2017"	"2017"	Suppressed	4932	Suppressed
	"Dillingham Census Area, AK"	"02070"	"2018"	"2018"	Suppressed	5000	Suppressed
	"Dillingham Census Area, AK"	"02070"	"2019"	"2019"	Suppressed	4916	Suppressed
	"Dillingham Census Area, AK"	"02070"	"2020 "	"2020"	Suppressed	4833	Suppressed
	"Fairbanks North Star Borough, AK"	"02090"	"2016"	"2016"	Suppressed	100605	Suppressed
	"Fairbanks North Star Borough, AK"	"02090"	"2017"	"2017"	Suppressed	99703	Suppressed
	"Fairbanks North Star Borough, AK"	"02090"	"2018"	"2018"	Suppressed	98971	Suppressed
	"Fairbanks North Star Borough, AK"	"02090"	"2019"	"2019"	Suppressed	96849	Suppressed
	"Fairbanks North Star Borough, AK"	"02090"	"2020 "	"2020"	Suppressed	95651	Suppressed
	"Haines Borough, AK"	"02100"	"2016"	"2016"	Suppressed	2496	Suppressed
	"Haines Borough, AK"	"02100"	"2017"	"2017"	Suppressed	2526	Suppressed
	"Haines Borough, AK"	"02100"	"2018"	"2018"	Suppressed	2474	Suppressed
	"Haines Borough, AK"	"02100"	"2019"	"2019"	Suppressed	2530	Suppressed
	"Haines Borough, AK"	"02100"	"2020 "	"2020"	Suppressed	2614	Suppressed
	"Hoonah-Angoon Census Area, AK"	"02105"	"2016"	"2016"	Suppressed	2078	Suppressed
	"Hoonah-Angoon Census Area, AK"	"02105"	"2017"	"2017"	Suppressed	2145	Suppressed
	"Hoonah-Angoon Census Area, AK"	"02105"	"2018"	"2018"	Suppressed	2151	Suppressed
	"Hoonah-Angoon Census Area, AK"	"02105"	"2019"	"2019"	Suppressed	2148	Suppressed
	"Hoonah-Angoon Census Area, AK"	"02105"	"2020 "	"2020"	Suppressed	2141	Suppressed
	"Juneau Borough, AK"	"02110"	"2016"	"2016"	Suppressed	32468	Suppressed
	"Juneau Borough, AK"	"02110"	"2017"	"2017"	Suppressed	32094	Suppressed
	"Juneau Borough, AK"	"02110"	"2018"	"2018"	Suppressed	32113	Suppressed
	"Juneau Borough, AK"	"02110"	"2019"	"2019"	Suppressed	31974	Suppressed
	"Juneau Borough, AK"	"02110"	"2020 "	"2020"	Suppressed	31849	Suppressed
	"Kenai Peninsula Borough, AK"	"02122"	"2016"	"2016"	Suppressed	58506	Suppressed
	"Kenai Peninsula Borough, AK"	"02122"	"2017"	"2017"	Suppressed	58617	Suppressed
	"Kenai Peninsula Borough, AK"	"02122"	"2018"	"2018"	Suppressed	58533	Suppressed
	"Kenai Peninsula Borough, AK"	"02122"	"2019"	"2019"	Suppressed	58708	Suppressed
	"Kenai Peninsula Borough, AK"	"02122"	"2020 "	"2020"	Suppressed	59414	Suppressed
	"Ketchikan Gateway Borough, AK"	"02130"	"2016"	"2016"	Suppressed	13746	Suppressed
	"Ketchikan Gateway Borough, AK"	"02130"	"2017"	"2017"	Suppressed	13856	Suppressed
	"Ketchikan Gateway Borough, AK"	"02130"	"2018"	"2018"	Suppressed	13918	Suppressed
	"Ketchikan Gateway Borough, AK"	"02130"	"2019"	"2019"	Suppressed	13901	Suppressed
	"Ketchikan Gateway Borough, AK"	"02130"	"2020 "	"2020"	Suppressed	13747	Suppressed
	"Kodiak Island Borough, AK"	"02150"	"2016"	"2016"	Suppressed	13732	Suppressed
	"Kodiak Island Borough, AK"	"02150"	"2017"	"2017"	Suppressed	13448	Suppressed
	"Kodiak Island Borough, AK"	"02150"	"2018"	"2018"	Suppressed	13345	Suppressed
	"Kodiak Island Borough, AK"	"02150"	"2019"	"2019"	Suppressed	12998	Suppressed
	"Kodiak Island Borough, AK"	"02150"	"2020 "	"2020"	Suppressed	12992	Suppressed
	"Lake and Peninsula Borough, AK"	"02164"	"2016"	"2016"	Suppressed	1562	Suppressed
	"Lake and Peninsula Borough, AK"	"02164"	"2017"	"2017"	Suppressed	1620	Suppressed
	"Lake and Peninsula Borough, AK"	"02164"	"2018"	"2018"	Suppressed	1587	Suppressed
	"Lake and Peninsula Borough, AK"	"02164"	"2019"	"2019"	Suppressed	1592	Suppressed
	"Lake and Peninsula Borough, AK"	"02164"	"2020 "	"2020"	Suppressed	1493	Suppressed
	"Matanuska-Susitna Borough, AK"	"02170"	"2016"	"2016"	14	104365	Unreliable
	"Matanuska-Susitna Borough, AK"	"02170"	"2017"	"2017"	10	106532	Unreliable
	"Matanuska-Susitna Borough, AK"	"02170"	"2018"	"2018"	Suppressed	107610	Suppressed
	"Matanuska-Susitna Borough, AK"	"02170"	"2019"	"2019"	Suppressed	108317	Suppressed
	"Matanuska-Susitna Borough, AK"	"02170"	"2020 "	"2020"	12	110213	Unreliable
	"Nome Census Area, AK"	"02180"	"2016"	"2016"	Suppressed	9917	Suppressed
	"Nome Census Area, AK"	"02180"	"2017"	"2017"	Suppressed	9921	Suppressed
	"Nome Census Area, AK"	"02180"	"2018"	"2018"	Suppressed	10008	Suppressed
	"Nome Census Area, AK"	"02180"	"2019"	"2019"	Suppressed	10004	Suppressed
	"Nome Census Area, AK"	"02180"	"2020 "	"2020"	Suppressed	9909	Suppressed
	"North Slope Borough, AK"	"02185"	"2016"	"2016"	Suppressed	9606	Suppressed
	"North Slope Borough, AK"	"02185"	"2017"	"2017"	Suppressed	9782	Suppressed
	"North Slope Borough, AK"	"02185"	"2018"	"2018"	Suppressed	9872	Suppressed
	"North Slope Borough, AK"	"02185"	"2019"	"2019"	Suppressed	9832	Suppressed
	"North Slope Borough, AK"	"02185"	"2020 "	"2020"	Suppressed	9294	Suppressed
	"Northwest Arctic Borough, AK"	"02188"	"2016"	"2016"	Suppressed	7673	Suppressed
	"Northwest Arctic Borough, AK"	"02188"	"2017"	"2017"	Suppressed	7684	Suppressed
	"Northwest Arctic Borough, AK"	"02188"	"2018"	"2018"	Suppressed	7671	Suppressed
	"Northwest Arctic Borough, AK"	"02188"	"2019"	"2019"	Suppressed	7621	Suppressed
	"Northwest Arctic Borough, AK"	"02188"	"2020 "	"2020"	Suppressed	7644	Suppressed
	"Petersburg Borough/Census Area, AK"	"02195"	"2016"	"2016"	Suppressed	3149	Suppressed
	"Petersburg Borough/Census Area, AK"	"02195"	"2017"	"2017"	Suppressed	3281	Suppressed
	"Petersburg Borough/Census Area, AK"	"02195"	"2018"	"2018"	Suppressed	3221	Suppressed
	"Petersburg Borough/Census Area, AK"	"02195"	"2019"	"2019"	Suppressed	3266	Suppressed
	"Petersburg Borough/Census Area, AK"	"02195"	"2020 "	"2020"	Suppressed	3296	Suppressed
	"Prince of Wales-Hyder Census Area, AK"	"02198"	"2016"	"2016"	Suppressed	6347	Suppressed
	"Prince of Wales-Hyder Census Area, AK"	"02198"	"2017"	"2017"	Suppressed	6443	Suppressed
	"Prince of Wales-Hyder Census Area, AK"	"02198"	"2018"	"2018"	Suppressed	6422	Suppressed
	"Prince of Wales-Hyder Census Area, AK"	"02198"	"2019"	"2019"	Suppressed	6203	Suppressed
